x,y
7.933767955673344,3.681178845630048
4.760599660373163,7.5185655020499444
2.2574473894765896,1.6174965706263498
2.9605576550674253,1.8057719676854391
1.582530139300071,1.5886107560916602
7.884720726491311,3.2486636890792875
2.392437027368223,1.4288284510342497
7.877539446704748,3.5085575442391335
2.274136517027731,2.7440172946437684
4.79928222974568,8.126985784936894
7.582217813057025,2.959493886739247
7.5907838787679065,2.8039414624982446
7.17575067082599,3.1405667300283975
2.163683180117004,1.6967008554794478
7.797902946699536,3.3014878000135
8.214687302532266,3.6800086547365325
2.4478951124205492,1.9397681770971815
8.154264819009303,2.5981903737056973
7.842180779420276,3.4015305111692027
7.966481450449896,2.2921472297770604
2.4068796856537693,1.8319608342568026
1.7626157588828244,1.8931072747996376
1.9509605427640055,2.3359791276095816
1.574715773563049,1.9180320989969135
7.519435498540504,3.2139706227194953
2.2104154247805883,2.061174213888972
8.404738405720094,2.6996528482178066
5.26927441293017,8.549534039480244
5.297744731916407,7.817418948337729
5.162830897839759,8.301815764326802
8.612762309314778,3.6289668977870466
7.783068795737215,2.87165352154663
4.98334441113731,8.4117653359456
5.753958192195194,8.035585916969131
2.23782618161647,1.7225369552162717
5.227495910124887,7.378227946729284
9.110580074774013,3.3482563775680623
7.134810669201291,2.754518755994769
0.979252833574557,2.3052333926105386
7.688141109833303,3.639735998040484
4.375507538335402,7.21981246109542
2.3959585370972105,1.73688455447778
2.431700801338796,2.767806145005162
4.764164287462684,8.424392042970249
2.0642621668849532,2.1417422136211157
5.021523625477347,8.266717920020675
1.3865085245462359,2.029124654248892
4.794672762608,7.585591038369497
2.1682528822260676,1.9517149446993423
1.897284754182746,1.44023546606388
7.862679468692204,4.148178540725741
7.77985719715537,3.0595351737827983
7.966137729790881,2.2199759910561685
2.1004291641392725,1.3018222434217464
1.6375570207169328,2.242085540107884
4.670807475455865,8.911974560799665
4.419749227312156,8.225036920777523
1.984607506645072,2.7664742024171973
4.244734399167484,7.982596072914258
5.862085580262748,7.155717710673992
8.722847522150754,3.654782975855427
7.997007437639462,3.0619742124451346
7.571134983251562,2.763428182097168
2.6585705191411027,1.869621371549512
2.442898624762414,1.2500485848056588
4.145153509903561,7.667803617241557
5.53240256976279,7.626864449197873
2.2597362710266005,1.4796944982607352
5.623880235440238,8.420906492589456
8.375124474158914,3.376575357632948
8.3285128881526,2.0260287678175213
2.445207386763082,0.9231722212142175
7.925412465969658,4.0469420885679055
8.21379568298257,3.4590897932776357
4.23092004566265,7.403127290090876
1.9531773045393925,2.31798957048972
5.443902494039964,8.082624438273303
5.105470859834864,8.491535839438956
6.234129956400883,8.090415146701702
5.798916948960835,7.47957162524128
7.541444970097975,2.428193287247984
5.298573162033393,7.9336858490444815
4.948939316446078,7.761427860026095
4.7481558104376465,8.293990619085834
7.629241338791029,2.4247736167038365
8.44712169041886,2.5577772651340855
2.456665649411823,1.7997619564670118
4.1409369998714665,7.392439852490748
5.089209337868387,8.428677656430818
2.455886042720618,1.3618682579703565
2.457442510229069,2.25219363980755
4.899682735043759,7.916957411209254
8.339275918033627,3.4731911789408434
7.474561239689393,2.7258515713587537
7.756128031245213,3.068982239404068
5.076503161727311,9.05551784615537
2.0364248827565197,2.2397556823976053
7.977324589411887,3.1355918707359507
4.882427036230616,7.695392529709313
7.507006259586744,3.073468734155449
8.056056572436951,2.7556797981625696
5.455230110925196,7.69860860227692
5.077785108521379,8.965911859306816
8.166987333764812,1.622712560110825
1.796661280018404,1.5729070374039655
5.471062500554023,8.055209413674282
5.260367969137047,7.866611595247901
4.812611403276133,7.055307061053158
5.452593849830369,7.590141290059817
9.259640611515714,2.619186285897548
0.5813300970507869,2.588020968008762
1.1855364790365648,2.5983757254917395
8.044469255059003,3.7685567834204123
5.236649911197072,8.002576744863694
5.155605466782979,8.076660599249218
4.462868231049988,7.452371659481544
8.36850897826457,3.155376649963938
1.6725886372763419,1.5270218514795482
8.721957525732552,2.8615377338564754
1.7226060737188746,2.4847552821196417
4.825651403261197,8.508179549167505
1.9209856710967559,2.8537940973250953
1.6593039586603133,1.7466729188788939
2.480996888864736,2.04439848520819
5.371586652632906,9.170421730339497
1.6160554551104351,1.3769741836342755
4.400961434704305,7.5734351736757946
2.593453329623951,2.7719623978782497
7.717458532647055,2.731875214393276
1.6043719961354148,1.5741852185902456
7.366687988589739,3.5006522737366796
1.9697694452558636,1.9448612198459727
2.305387027005096,2.7822746977049455
6.091617742856501,7.957586711066786
7.697520456024842,3.115373305190049
5.725743569601892,8.879687138719946
2.1682289177525242,3.0055713910038753
4.895281831570637,8.082269485956727
2.233225537090145,2.680105033597738
4.4119048577505176,8.184691110987776
4.832269404759357,8.39010537092167
7.574205963893368,2.6860371044335714
4.991192957176111,7.7856282489590996
4.6254884410382,7.947812573473379
1.9179001299797331,2.1168400102619054
2.075183871677215,2.387714083766295
4.655173427806937,7.368553457316478
2.3455578430243245,0.9037771974634337
7.849866052138762,3.1932582033159322
8.274167588666044,2.9197561612225043
7.494138320969252,3.4609884273244056
7.953590345728493,2.8439704297742274
2.134647612389392,1.5789791885542672
5.170870546578239,7.267952532148961
8.29793488939797,2.3573810625271805
1.5298792120773423,2.5858658046429497
9.012422822848851,3.103437536091606
8.265119147934941,3.3390380745249373
8.058324164162606,3.259731522658152
4.500189282492382,8.171032647289241
7.530310831541272,3.0526286474858284
8.388462697003991,2.824584893558398
1.2913638646707244,3.071492732722999
5.19755988655122,7.157484880093815
4.591497163136626,7.9301930456979965
8.490301619097778,2.899605152823239
7.961033683672881,2.1050191071814086
1.8212411711725673,1.8290327737935321
4.830427934532005,8.217454645958995
4.699464972302271,7.255104056209093
1.5143131708064437,1.4934416015864151
1.988279761241834,1.7896876310031857
4.702179805128752,7.611374813372189
5.2544826159109,7.889355879663795
5.2173997683408375,8.469914016675038
1.6162230177569898,1.1265279552893928
2.050444381086481,1.7792219324335001
7.827944096578615,2.4483313505315936
4.815429326236773,8.641008928867803
5.589454682649752,7.295841810308124
7.535742223552972,3.290955007060035
8.644034076695178,2.8665957563630675
2.4648009476676,1.6631720731985193
8.013968359017618,2.373100187737802
5.994972451711876,7.8299028935436015
5.490061761067623,7.902577028027027
1.332786598709781,1.5699200749495583
2.694252140091258,1.6133153362960406
9.295110200233788,2.6913926875387926
2.6982770654688997,1.0964721769092267
1.8703168887595178,1.9047623782057614
2.0049086579590063,3.0249931479940773
5.254833903356719,8.709520980777167
2.24968041606773,2.3539983264520776
1.7638036443741492,2.5034591377750424
1.951710853918433,2.1220504409191587
1.7686556267562743,2.1405396214714907
3.8814235953419294,7.999759262859166
2.374038524324647,1.8943187738207314
2.4315340141487853,2.2855822022461516
3.23551248847874,1.6666025372844873
1.5453408712576426,2.7762859990186453
4.602214702865036,8.011124517621383
6.162604973336066,7.647132636778377
8.251709194469159,2.4415349426349264
2.59602156601862,2.4868285534035897
5.583549196615351,7.380497361075663
1.9064800226862109,2.0845818716631785
4.5875607979343,8.486812649875516
2.8313755154590776,1.8574789920484789
2.599342582871516,2.250740840197794
7.891645893594588,2.0532544455800696
4.637240348766177,6.372492301179159
7.633658005968448,3.094248221886632
1.861995455780117,2.041088905556462
5.226295895069807,8.069471335111702
7.9030391959632205,2.6267430721743144
7.655847235630707,3.025001212815717
7.336626458185145,2.7657257701185123
5.376111441488087,8.392412495277837
8.06566437351636,2.864656293605376
7.739566982672466,2.5601089692211296
1.9409501221641345,1.6151226805616425
2.1520521954396727,1.7624714567089659
2.9760193165024367,1.2551244526083534
7.79927496915689,3.0862901582280693
1.955380896397519,1.3151462237489042
8.321446842336194,3.071302515476599
1.9856149084523433,1.256787286977685
2.3580104461934885,2.2223069213961524
0.7133068037713177,1.657026110765171
2.170521321964333,2.5595520540407595
5.296971139266606,7.807892389328212
5.572575478008548,7.87589650600425
7.825866444482286,2.90974258676576
8.65919697265019,3.1848610973288043
2.214010664502824,1.9950014631691781
1.316103955782011,1.938963789941821
5.3051527410207955,8.35809004951829
1.9888856432506552,1.5271139405436083
4.3247984455493835,7.525384325771459
8.5172811400936,3.174622711844392
8.193884614766894,3.0834406713271805
1.1100782818162565,0.8729772664590323
8.062406770165284,3.396184235787534
1.862334914829693,2.0180410685185795
5.064115156851209,8.29481369496821
8.08226596951665,1.5984237525218175
5.089257744279918,8.902800340263543
8.32736037054635,2.738031604847549
2.124427338526381,1.7828147904402318
2.2327818668088755,1.1179906575227707
2.1902366622330356,2.5850336183172216
7.822748052793463,3.254768015856825
4.431445356988083,7.6633223405677064
2.0888050741350495,2.448755141494109
8.063172406063563,3.8735717908656593
8.359763741564436,3.7523626250126054
4.653413408685527,7.572285619252673
3.9649827373435613,7.8162297193304
2.4899345203634833,1.8734507383342256
9.2088173214231,2.6698860199610315
7.393043533475437,2.7938369587196195
7.06611180695947,2.603477639774731
8.096612789130445,3.5327436924040825
4.787532748422228,8.239019818827074
4.645115876423974,7.605816273135074
7.338904056914874,2.547167805912402
7.386538511982284,2.7937611428594296
6.985111177716823,3.065672153577865
4.207830984444395,7.960355811293089
5.4583143253475805,8.392526005132925
8.373954327914499,2.9539971527614473
2.739824448186573,1.3465670096929947
4.778413846405608,8.165610357474778
2.1717768905218477,1.0736349848048354
2.3810322217060467,2.262586202607502
5.42345268125241,8.1436542948002
1.57872146679234,1.9167784806811665
8.078257088535088,2.9566077761915217
5.216000683662818,7.820463946049543
8.11640838703348,3.5775444488567065
8.407565970498327,2.6456200535507346
4.960005186654854,8.375300527117135
7.782342175458615,3.0293350399769174
1.7678434764252084,1.6790167927538726
2.461173057788546,2.3983995656886767
7.8117228817745765,3.2518266298135368
8.289702395263724,3.214075908337334
8.840476196550618,3.7188766380459484
7.053465540304296,3.487399941199785
1.536708599198522,1.8192770237996647
2.3221122970139025,2.466006426459658
1.768010304044572,1.8673804271003933
2.230873349001981,2.359413412449071
7.835375618575211,3.919711217635406
5.0464405214802515,7.239732401255614
1.6878942258897756,2.2201824449952445
2.690833900218116,2.0212907811835694
1.8563682757606599,2.7038879231561985
1.8964885574398125,2.203670422972166
5.060313614025084,7.437589347106604
5.367128669081143,7.270432645044304
8.161996571617314,3.1968057670428327
4.934179896031945,8.19230067916265
3.0609706860572854,2.8519096015397905
8.150705607102077,3.122505267361428
5.123957442894875,8.393878946631856
1.977973821349426,1.4745750647427807
