X1,X2,Cluster
1.6084172767808247,1.6851708469363642,0
2.312804150553244,-1.2436346960047096,2
2.67685002903354,-1.7409770392500576,2
-1.2383086814768234,0.7640104090364832,3
-1.9365762558864608,-2.8451533431228295,1
-2.1268341003107625,-1.8729378959546523,1
-2.492533466646197,1.8362520726877125,3
-1.5036148188833187,1.9711030568515733,3
2.215693944590482,-2.284300741961885,2
-2.525449431001027,2.2074127054880375,3
2.4219534955280975,1.9391391694135982,0
-0.8823159374672465,1.4504963298368525,3
3.200944696535689,3.38203990600843,0
1.9146242428299052,-0.6649244911471801,4
0.4104697135932064,0.0075470493746011775,4
1.6431915163009694,-2.075529056363028,2
1.1457150571005854,2.390289800838299,0
1.3631212638478478,1.9854731647105308,0
0.2615565952378707,1.000931255146435,4
0.4170197635182779,-1.0655343742987242,4
0.6865169885861289,-6.92473396344651e-05,4
-0.49179589935401913,-1.4450757852157758,4
2.5874031446924453,1.8895373871080878,0
-2.01542020544545,2.395104698636485,3
0.018061542428955066,-0.4513719692807678,4
1.5339261630092333,-1.7361828243443171,2
1.9484972868681105,2.198181757514847,0
-1.1868346198119548,1.0501645911123725,3
2.6902179508257262,-2.191460904705012,2
2.313751647676844,-1.209104154582196,2
0.3388007684521292,0.4858984126296292,4
-2.568719896514119,1.91817552960996,3
-2.5769068237628234,3.053205883712829,3
0.3249990306721605,-1.0624738600796904,4
-0.4611098008632862,-1.7270825569523311,4
2.008003815794668,2.8763939701583654,0
0.3307390749880464,1.6895066079796248,4
-2.069082547753576,-1.1436788035446164,1
0.9324548611279072,0.0609165331765451,4
1.8178791325735586,-1.8948086225503362,2
-2.409358297499771,-3.1856290757137913,1
1.378125319570368,1.7443230578451157,0
-1.9646928823150023,-1.2065553557543058,1
-2.2933676026138707,-1.94581401941371,1
1.7931482210643492,-2.3449790576355682,2
-0.5769138085485807,-2.0157086946638203,4
0.5470367055526381,-0.6262856847409972,4
0.4241139429884107,-0.5501986681727729,4
-1.2618729488326919,1.7472968738702745,3
-2.164145506589267,1.787563889190015,3
-2.5380641924409613,1.9501339943369502,3
-1.8438498212210892,1.0032811918012596,3
-2.6884574611173604,2.196874881374534,3
1.5226735033070802,-1.7395808902626095,2
-2.6303048602796713,-1.7732186682173192,1
-2.781756076173811,-1.7714323564687469,1
-1.3850652622775628,3.116155654482137,3
-2.4594091270012077,-1.83755818034953,1
2.402011761898215,3.2231729870191344,0
0.6180407829269523,0.36402950497022735,4
1.875090946624643,1.7692357596045571,0
1.286646214379404,-2.473023212814424,2
0.7910676037844115,0.16731215913519937,4
-2.512781330516355,0.43311422484184114,3
2.298271478022336,2.7988407473038306,0
-2.2614595290150246,1.5823751240688657,3
-1.5693843530175524,3.11055156872709,3
-1.7738093883196115,2.255379558237455,3
2.25636967088602,2.655341939450275,0
2.8632685063837537,1.7743336964659717,0
1.6145564268573074,2.4721240139729055,0
2.1745718046448665,-3.5621840334393893,2
2.927365128138832,3.115487760345172,0
2.0067534396106232,-2.202006290593633,2
-1.961271782464534,-2.4516758886071823,1
0.9363094420930733,0.9667295788771899,0
-1.390592214140475,-1.5400109521375376,1
-0.33457171687546206,-1.2675149607576823,1
1.3862002267845788,2.546287515565558,0
-0.07797700490833713,0.4049867956836153,4
-1.635595807015688,-0.1723174916955723,1
2.1597359494862975,2.161582237452588,0
-2.0288094261500853,1.6929185701216412,3
3.034364404382695,1.0545394878512462,0
0.16905309233808322,-1.2222337513239856,4
-1.5016002041032415,-2.1788361560616893,1
-1.2021873333198085,2.3301925992440964,3
-0.1332752355754643,-0.5040480052322571,4
1.486888792216082,2.1200683264792812,0
1.5003895578446247,1.8533868715017767,0
-1.1927640096877212,2.793933426884937,3
-1.7772357001456394,1.5804347407945099,3
1.0706765832857057,1.3266426745734923,0
-0.6079568753671993,1.795427392695661,3
-2.389734893665604,-1.6177655636171906,1
-3.273210886594834,2.3505901617152656,3
0.6987543202116087,1.5728202535626037,0
1.9540207765225843,-1.9452983965349289,2
2.2452253663932353,-3.2987782521197087,2
-1.3533496703294723,-2.3090118747075947,1
1.8871278746215314,2.4210635354309926,0
-1.8722157428917663,2.1043875058607044,3
1.1993125918216476,-2.6567907299248747,2
-1.888325994587626,2.8084697316675653,3
2.0345704190615486,0.7916872325368665,0
-1.8047397072656988,0.523657237490371,3
1.8476153772984691,-2.149336377193549,2
0.8887616367881759,1.368272175676347,0
-0.2764643594273473,-0.2804702870119455,4
1.3606267860683627,0.19418420499723116,4
2.2571926175528167,-2.339489872243486,2
-1.6675866330283284,-1.637701107521067,1
2.219404899087091,-1.133998193452126,2
-1.8386269066387837,-1.6600914624332677,1
-1.2315561785862208,1.3440996323864047,3
-1.6338252027186817,-3.0185978485949345,1
1.6713454279610986,2.0813699897159648,0
0.2887855845435831,0.6676361568031026,4
2.8828618836750985,-2.1245835899964023,2
-3.0938883406174873,2.9756521693746496,3
2.149843566347983,-1.9439090547172377,2
1.0839169429154651,-2.176446621735142,2
2.4346694374239473,2.380316379703155,0
-2.6746471324869616,-1.7242545218720815,1
-2.158639384181857,3.0944632506451715,3
3.0047278947048097,-1.2167302714275765,2
1.2445279622686551,0.8042485085423334,0
-1.7120002492632018,2.175652711599916,3
1.2933515920491325,0.865878935354895,4
2.6677345922184452,-1.5197887073856102,2
-0.9270921855985059,-2.732406564359655,1
1.4869400233650376,3.1123700947557227,0
-2.0535495584690024,2.608053113742576,3
2.8655059401431284,-0.7936731934410464,2
1.4984425371967016,-1.5370226782593284,2
-1.8229852723690123,2.037010890110236,3
-2.1730097502726826,1.1033037954632707,3
-0.872485004881824,-0.26653232066572374,4
3.012272360323686,0.7063199789140744,0
0.5497212202424498,-0.008112490140608452,4
0.9160154054815859,-1.6071607467395594,2
1.6846317964662691,-1.3141881437465424,2
-2.600430018988513,2.131394921084191,3
1.706169240719326,1.497647967130167,0
-2.266577619337079,-2.347889613581073,1
-2.2740295973442226,1.6431711769080484,3
-2.434831424921384,2.2031529037799156,3
-1.9603085629624486,2.136658252472534,3
-2.6425794309336785,-2.7456428454569126,1
0.47420261013897425,2.7546899543676,0
0.18283112083288336,-0.0982054772443233,4
3.0240059858759976,-1.5216906289931764,2
0.0068142383325299994,0.025634271438948603,4
0.6422186190314767,-0.6681170821700237,4
3.5613578684976783,2.7492828199538817,0
-2.729687797291459,1.9933719881914802,3
-1.6078362313290406,-2.2109340946511225,1
-2.170987188431518,-1.5342910988681184,1
-0.18728907815390744,0.6353182937601093,4
-3.3191300011927445,-1.4341627630463063,1
2.6840317204503843,0.9411574092918955,0
1.6380635563318888,2.516457949556415,0
2.093940849509254,-1.436817235761937,2
-2.841373864429734,2.4226731319521426,3
0.6146240625374317,0.9164191294645385,0
1.9222627286904204,2.8036196952919727,0
2.082565763005803,-1.7543444984621002,2
2.086294766630373,-2.473988201425019,2
-1.9687343153132604,-1.5178195993990276,1
-2.5917925010711573,0.8506338619479377,3
-2.4948039702235234,-3.328688255222594,1
1.0337222421883117,3.3924542331121343,0
0.9752031037327558,1.5771740535533212,0
-1.7863886620197509,-2.7903778027761192,1
1.5150625018934825,1.4691374059217077,0
2.3058334991762144,-2.154489060957304,2
-1.4401484280670198,-2.67299374486621,1
2.0056311595978444,-1.181376273048825,2
-2.2795744500428503,-3.0754061038514733,1
0.04764612820149224,0.07878887929579673,4
-2.632755259098331,1.5627945439520852,3
-0.5028379148647819,-0.333263048226106,4
-3.167780292194867,3.158665617672365,3
-0.02278034287281007,0.15864006876021944,4
1.0847453951979888,-1.220774290017887,2
-1.7328405344081965,2.078102841271005,3
-1.5748560896313513,-2.299967102306848,1
1.0475045420250488,1.7510633204959232,0
1.3372847844216293,-2.3199842479465445,2
-0.08220069354871495,-0.0747084442840979,4
0.7226295323395925,-0.5304038721745583,4
0.3375546324023408,0.4591249074488577,4
-3.4264989416008236,-3.001403373251814,1
-1.0262258093094245,2.0929121868718408,3
-2.9842980775137593,1.434994028602147,3
2.15762908202964,-2.6110242865972992,2
2.265582607589631,1.4136955340046469,0
1.2763023284582078,-0.5540838993301078,4
-1.7174319199827333,-2.315874169602863,1
2.233106604136875,2.6981889105320698,0
0.2584287344503777,1.159321677013614,4
2.4025017970279903,-2.381741827290159,2
1.5397629154082157,-1.872932866853567,2
1.1762415141852443,2.6115144580413174,0
2.2522189570178424,0.8685738878445424,0
-1.963044459842205,2.1540696603704497,3
-2.4633434763838618,-2.4974967256410205,1
-0.43575475866789976,-0.8200181433680807,4
-1.6193009961956868,1.655422567212677,3
2.3272697741880473,1.7940660413150837,0
-2.4701822585611777,1.2767045173104181,3
-1.7668301628551428,2.7750463786624215,3
1.97682996746218,-2.108801865706231,2
-1.8174320336492782,-1.914513751133303,1
2.489967113253759,-1.7401510453441886,2
2.742651459077475,-2.423163345014668,2
-2.096951310137319,-3.7293214108583177,1
2.6803918692965167,-2.4347604928870608,2
-0.38729514132290915,1.0068371175933544,4
2.60126668957501,1.9224596283064488,0
-2.588654551536692,-1.9340774421411153,1
-2.6972717780669235,-2.272884798650907,1
1.8369947214705187,2.630095450161861,0
-1.804900392662651,1.1559201018714629,3
-2.0894678712854757,-2.321928928387089,1
-1.6596783042613779,2.3924159628236352,3
2.3684049073787845,2.26488860865001,0
-1.9751419163711486,2.2315287764866576,3
-2.0311595591845113,-1.9635881377078648,1
-2.965454750405536,-2.9774754700294954,1
1.0917467471048794,0.21405015368330318,4
2.058691171526139,1.3999486798168865,0
1.9004868328692135,-1.05783865404658,2
1.8447887805232173,2.0527788457654106,0
-0.3597537147916827,-0.056268338914669765,4
1.066949504349171,1.8054619103257366,0
1.366427971797341,-2.1522782749326757,2
3.1815508592214146,-1.7502529076481503,2
2.703422353435584,1.8521560804659778,0
1.50193113775607,-3.5803149738215563,2
-2.7539823369762075,-1.5780483124473637,1
-1.5017083087759509,-2.5192553074583115,1
-1.9955316379922543,2.24509975071399,3
-1.028415012728454,-0.5472896455214453,4
2.178010502453399,-1.570004766930677,2
-3.115277721515201,2.196598646157233,3
1.7497402631054075,1.67703055924916,0
-2.528485755175812,-1.4675139321828785,1
0.53153016098922,0.5197872897914088,4
-2.6727441980927735,-2.3821661137538177,1
-0.5192492152213304,-0.5609109749142881,4
0.01897941595591299,0.9066113273795554,4
-1.8451429166669553,-1.8110961665972702,1
2.941114205383326,-1.5551960249018226,2
-0.5807229848836376,0.4420969458830003,4
-1.9017842736696826,-2.7258689805865695,1
-2.1646468924860756,-2.3973275124989017,1
-0.04063933582500347,-0.617090642184604,4
0.714861424877052,-2.798079720251989,2
1.4187857612701085,-1.9099844324759647,2
-2.963117893442803,-1.9282190320164652,1
0.9246585869965261,-0.27579757130994276,4
-1.7446582116949545,0.7954579822576604,4
0.08531190762110835,-0.9777803681945133,4
-1.1679450721350109,-2.7226346891523865,1
2.4187267148043254,-1.6054992962332206,2
1.4925079882067744,-1.1090128350952297,2
1.1866588158786942,0.35510836400082035,4
-1.106224192889849,-1.4833896731322493,1
1.4018341269242818,-0.8634173468862221,2
1.6108093844305182,-0.5067880817142838,2
1.784284115307294,-0.47263298697675404,2
-2.248354100473845,1.5088778634841102,3
0.08172136364769968,-0.25646772390843103,4
2.579571546323001,-2.032889783634884,2
-0.5080959928499839,-0.09882595675471542,4
-1.757211765619902,-2.7192309487548147,1
