x,y
11.121016135433837,9.243988104810969
11.285070297277027,8.111598667699317
3.8456611598486665,2.691863924938173
10.29844069173329,9.533195433267766
7.883583874242813,2.0797054182160584
1.2713834051095558,3.270664292757033
9.807232945578956,3.5135803639590106
8.63280114484747,4.562238074609834
8.578512466614331,4.449926149450348
9.345925832191957,1.363887581443039
10.20736859156316,8.337093413033266
5.711362273936358,7.674361476757795
9.460887711848642,4.327044411458687
9.368414717556778,11.153511906156039
3.6885222609758404,7.31701219320467
3.4619413139009207,4.604598413300913
3.206745212858504,2.4753104897151723
8.160753019435884,3.7201213607163193
8.073621188003486,10.6726451420022
8.63527896227388,7.668120829697184
9.429466563205924,4.784962104562835
2.949336230283336,2.3810112540633654
2.4698401481775125,2.6450502843028145
10.416589255312925,9.591162601856094
1.2145585911734422,1.2781125898047248
4.576351852268322,7.843794167911853
7.9531976407509495,0.8377059835311274
8.328291000469783,4.00864099694317
9.957943134575318,9.857343247107497
0.467451881218788,1.2274730295856415
6.507107283663829,8.703544390507814
1.1165299252804912,1.5412661776526368
10.350555503607207,11.660733759100541
2.9643035251704704,7.98044354185443
8.902000570953945,8.957426382908427
9.10676044013762,3.1574076180215163
2.0081638890271294,0.5367935496502365
4.433782129071449,5.49466670885994
7.979178650557072,4.143174446156433
3.9360942893851787,8.020318341294349
5.272321632620171,10.866235485040715
9.372507484362282,11.872361920173082
2.7361273921260514,2.2721579717491607
4.505973992757508,8.33260401424027
1.3933045369595494,2.081267676600137
2.310940501848926,-0.09952034366399864
2.5491754614758837,-0.7181983295448999
6.156348926269488,6.446191667857268
2.7538066327733253,7.450663535150685
2.9156554957239793,1.1472367749059174
0.943710274020868,1.8936750169527465
4.53143129913897,8.066314880669754
11.810028312957332,9.411788304864649
9.795567420090265,9.342666896331693
8.843749620889785,3.330793889512789
10.193673230865771,9.879530879894485
9.158622952628429,9.240989010793394
3.2495569789481245,9.294130760099584
8.34655372562249,3.1060038692596734
5.1276333394716795,9.658797369593364
0.308012081572425,2.8336675535698648
2.517491311742555,1.4236800299042962
2.5106884055245846,1.8091956260820583
9.090625754713077,3.5497093439405183
4.74293775707319,7.010516469357015
5.076483169712015,2.5566351513945396
7.541998238964311,2.9510362143375484
9.896403496913889,10.960019451489615
5.919416243219558,8.378384056352237
8.11290250841127,2.4647798377103887
12.106174814110593,8.533914533600008
3.7192327382463803,9.41958634538994
9.245480939545983,10.534348906837787
1.1908396733342472,1.1525389863669826
1.6925251460810697,1.3894503426579696
8.971755951797071,10.196733131909252
9.56074565712951,12.674153620671786
8.564742791494009,5.185801314404518
6.794005088886449,4.69757351512788
3.23578474211978,0.9743501264459686
8.510667985192416,2.7059212848078262
9.658555369089948,11.919812523660587
6.5757793581184085,5.243191529206016
12.281466802770339,9.432902380097927
9.986979437149643,11.285808641065552
7.075869255324966,1.6007639272470258
5.897747135394572,7.656020229535326
1.7886466327012107,2.356469219687443
9.870676067986244,6.767659032000651
11.14928643766196,8.654161240956329
1.653625024936745,1.4260937135949847
10.193462464343007,8.514854265036478
6.115393035183911,2.2622515157206244
9.412249132799538,3.842084663329134
2.0458303475612056,1.2858943069989741
4.866739766249957,10.195708781011037
7.634227784485915,9.639040969908416
1.8835697624742165,3.017702110214823
7.883908385710895,2.929503592344094
8.984121469769505,4.135694555255592
8.080891695593769,10.152071060544946
12.96288930429561,8.349421565753202
8.673655218893153,3.278391908994534
7.711437792236662,4.86474055152919
9.636569581420662,9.574802719151942
7.873625267828723,8.417702741297477
5.160287138413788,8.585647831308204
9.832744144479301,9.400297974756661
2.3661874658513793,4.41212802700261
10.904040676193617,7.512672669108281
9.462837836002617,2.596896012047626
1.3463838368977397,2.2841373970195598
1.7314335148393134,6.995272568170301
5.8304349231996335,6.674748977071994
9.985547704855403,1.6135878760677103
4.775947670238609,7.769804101810615
9.973984279310974,10.006617490198739
3.256083700877123,0.7709580903731901
3.129678747637467,2.4350953239169746
2.0700047548208884,1.631442313862093
8.297946512406975,2.938969881919614
9.076901750216816,3.4486826589238
1.7395092051195666,4.9050860624667
4.383699275880614,9.501828384637076
4.816996232005779,7.034317803746857
8.214341599969027,10.41877895659778
6.156539780719067,10.48773495422488
5.816008281703498,8.595306614241338
5.525751310752283,7.610533264309396
4.1058822390995715,7.468890918889518
8.738082882250913,4.517386546594169
6.162037813513253,8.033323465378324
2.7164905453603896,0.1458124660925093
8.120915793518556,3.394117721696964
7.750578406321812,2.4692072200301904
8.78079070771821,10.632960754384783
3.4940772090979078,2.8864781443526732
7.784767486704626,1.8205935233636015
3.5292713171410197,7.414005237538216
10.107005558561521,9.492716049783615
6.910599791542555,3.4607732616860107
0.8302653108097207,1.2501455060134834
5.082434376105703,7.845366093412253
12.082026940942043,8.5407311471819
11.043444511713858,10.29453009459904
3.5057887551448306,8.512981458724465
9.413243566193527,3.1536688712044816
11.170270573939138,4.537059334296391
4.7300894727193565,5.9731757256988445
0.7611778816048278,2.6555769881110596
1.3769201621571954,0.9525895076051056
3.894032946346564,3.895585755152089
8.133657445348362,1.648461427016319
9.495138061206957,1.1084072321784697
3.7911543747280416,7.1934529196530965
10.865124312630215,9.957389581405883
8.320584834440199,0.7062530467075359
5.466490186754902,8.751173849395819
4.954823848677262,8.65528060644368
10.10764086130098,3.052131694432087
5.754107879098735,8.969372291078844
7.938172037463998,3.3971308561437574
8.1857345301275,13.156070104912487
11.18101862063759,9.856598774008896
8.439631256792445,2.514665232140732
3.110012499442356,4.042705742197619
8.740995226791078,3.455923576295186
5.488061646374289,8.29859612675918
-0.0024535928466464796,1.9781474729309623
1.052174862991721,0.9547908341045195
7.330595665311662,4.165999458256458
7.899641999549857,4.756163885764621
2.095494873707739,1.239834043685447
4.653407025619381,8.20562213083038
2.0011413241400224,1.2759379592030387
10.58866639817023,9.927038033766312
9.695036542600548,2.5879030642023277
4.310941272585756,7.234122744605342
3.045746231779254,2.410483224774198
7.61314535332711,10.548849011595264
7.907985433169972,2.14256215291913
8.715981319878416,9.476504175738393
9.739092097970184,10.130626677894684
10.202855362553194,10.427138401231154
6.165752875266313,4.513635082760793
10.620167620454463,8.064955852860464
11.827160204339599,10.481588404631488
10.78271344239149,10.189364663276267
5.675498788777588,9.462792325335538
6.225950243227811,7.947834192047782
3.9673753433687953,2.0531228332424454
4.491438851216035,4.226392768663247
2.8935352177679325,1.4192680962872255
8.740536630158664,11.41423175690623
0.7141382488185792,1.1272764573329845
9.957769974611661,9.63327135873517
7.845512118855477,3.869264909694395
5.437902138313374,7.649035228962481
